registration_no,book_no,book_label,district,office,deed_type,registration_date,presentation_date,consideration_amount,old_reg_no,year,has_scan,has_pdf,source
931200500040,3,WILL,KORAPUT,UNKNOWN,OPEN WILL,,,,40,2005,True,True,render_gcs_ingest
931620700076,3,WILL,UNKNOWN,UNKNOWN,OPEN WILL,,,,,2007,True,True,render_gcs_ingest
930470800002,3,WILL,CUTTACK,SALIPUR,OPEN WILL,17-Jan-2008,17-Jan-2008,,2,2008,True,True,render_gcs_ingest
930490200028,3,WILL,DEOGARH,DEOGARH,OPEN WILL,20-Dec-2002,15-Dec-2002,,28,2002,True,True,render_gcs_ingest
930610500172,3,WILL,UNKNOWN,UNKNOWN,OPEN WILL,22-Nov-2005,18-Nov-2005,,172,2005,True,True,render_gcs_ingest
931370100020,3,WILL,NAYAGARH,NAYAGARH,OPEN WILL,18-Jun-2001,18-Jun-2001,,,2001,True,True,render_gcs_ingest
930379900007,3,WILL,BOUDH,BOUDH,OPEN WILL,,,,7,,True,True,render_gcs_ingest
931700800209,3,WILL,SUNDARGARH,UNKNOWN,OPEN WILL,,,,209,2008,True,True,render_gcs_ingest
931170900069,3,WILL,KORAPUT,UNKNOWN,OPEN WILL,18-Dec-2009,18-Dec-2009,,69,2009,True,True,render_gcs_ingest
931670600013,3,WILL,SUBARNAPUR,BIRMAHARAJPUR,OPEN WILL,25-Jul-2006,25-Jul-2006,,13,2006,True,True,render_gcs_ingest
930310700026,3,WILL,UNKNOWN,UNKNOWN,OPEN WILL,,,,,2007,True,True,render_gcs_ingest
931700600214,3,WILL,SUNDARGARH,SUNDERGARH,OPEN WILL,11-Dec-2006,11-Dec-2006,,214,2006,True,True,render_gcs_ingest
930860600081,3,WILL,UNKNOWN,UNKNOWN,CANCELLATION OF OPEN WILL,,,,,2006,True,True,render_gcs_ingest
931700400161,3,WILL,SUNDARGARH,SUNDERGARH,OPEN WILL,03-Dec-2004,03-Dec-2004,,161,2004,True,True,render_gcs_ingest
931370400011,3,WILL,UNKNOWN,UNKNOWN,OPEN WILL,23-Feb-2004,16-Feb-2004,,11,2004,True,True,render_gcs_ingest
930720000002,3,WILL,JAGATSINGHPUR,JAGATSINGHPUR,OPEN WILL,31-Jan-2000,31-Jan-2000,,,2000,True,True,render_gcs_ingest
931700400017,3,WILL,SUNDARGARH,SUNDERGARH,OPEN WILL,20-Feb-2004,20-Feb-2004,,,2004,True,True,render_gcs_ingest
930610600085,3,WILL,UNKNOWN,UNKNOWN,OPEN WILL,18-May-2006,18-May-2006,,,2006,True,True,render_gcs_ingest
931160600008,3,WILL,KHURDA,BOLAGARH,OPEN WILL,27-Oct-2006,27-Oct-2006,,8,2006,True,True,render_gcs_ingest
930590000035,3,WILL,UNKNOWN,UNKNOWN,OPEN WILL,,,,35,2000,True,True,render_gcs_ingest
931080600094,3,WILL,UNKNOWN,UNKNOWN,OPEN WILL,,,,,,True,True,render_gcs_ingest
931629800068,3,WILL,UNKNOWN,UNKNOWN,OPEN WILL,,,,,1998,True,True,render_gcs_ingest
931550400003,3,WILL,PURI,DELANGA,OPEN WILL,31-Aug-2004,31-Aug-2004,,3,2004,True,True,render_gcs_ingest
930490500012,3,WILL,DEOGARH,DEOGARH,OPEN WILL,,,,,,True,True,render_gcs_ingest
931080300072,3,WILL,KHURDA,UNKNOWN,OPEN WILL,,12-Nov-2003,,72,2003,True,True,render_gcs_ingest
931170800064,3,WILL,KORAPUT,KORAPUT(JEYPORE),OPEN WILL,19-Dec-2008,15-Dec-2008,,64,2008,True,True,render_gcs_ingest
930380500010,3,WILL,UNKNOWN,UNKNOWN,OPEN WILL,,,,,2005,True,True,render_gcs_ingest
940399700043,4,MISC,UNKNOWN,UNKNOWN,GENERAL POA WITHOUT PROPERTY,,,,,1997,True,True,render_gcs_ingest
940390200319,4,MISC,UNKNOWN,UNKNOWN,GENERAL POA WITHOUT PROPERTY,,,,,2002,True,True,render_gcs_ingest
941080200224,4,MISC,KHURDA,UNKNOWN,PARTNERSHIP MORE THAN RS.500,,,,224,2002,True,True,render_gcs_ingest
930570600681,3,WILL,UNKNOWN,UNKNOWN,GENERAL POA WITHOUT PROPERTY,,,,681,2006,True,True,render_gcs_ingest
940399800309,4,MISC,CUTTACK,CUTTACK,GENERAL AGREEMENT,23-Jun-1998,23-Jun-1998,,309,1998,True,True,render_gcs_ingest
940109500038,4,MISC,BALASORE,JALESWARPUR,PARTNERSHIP MORE THAN RS.500,19-May-1995,19-May-1995,10000,38,1995,True,True,render_gcs_ingest
941089500008,4,MISC,KHURDA,KHURDA(BBSR),BOND WITH PROPERTY,03-Jan-1995,03-Jan-1995,50000,8,1995,True,True,render_gcs_ingest
940390200376,4,MISC,UNKNOWN,UNKNOWN,REGISTRATION OF MARRIAGE U/S 15,,,,,2002,True,True,render_gcs_ingest
940399500371,4,MISC,CUTTACK,CUTTACK,GENERAL AGREEMENT,28-Dec-1995,23-Dec-1995,,371,1995,True,True,render_gcs_ingest
940109500031,4,MISC,BALASORE,JALESWARPUR,REGISTRATION OF MARRIAGE U/S 15,25-Apr-1995,25-Apr-1995,,31,1995,True,True,render_gcs_ingest
940100200034,4,MISC,UNKNOWN,UNKNOWN,BOND WITH PROPERTY,30-Jul-2002,,48000,,2002,True,True,render_gcs_ingest
940259600001,4,MISC,BHADRAK,BHANDARIPOKHARI,GENERAL POA WITHOUT PROPERTY,22-Feb-1996,22-Feb-1996,,1,1996,True,True,render_gcs_ingest
940619800261,4,MISC,UNKNOWN,UNKNOWN,GENERAL POA WITHOUT PROPERTY,,,,,1998,True,True,render_gcs_ingest
941089601171,4,MISC,UNKNOWN,UNKNOWN,GENERAL POA WITHOUT PROPERTY,,,,,1996,True,True,render_gcs_ingest
941080200434,4,MISC,KHURDA,KHURDA(BBSR),GENERAL AGREEMENT,28-Feb-2002,22-Feb-2002,142000,434,2002,True,True,render_gcs_ingest
940810200032,4,MISC,UNKNOWN,UNKNOWN,REGISTRATION OF MARRIAGE U/S 15,,,,,2002,True,True,render_gcs_ingest
940999800004,4,MISC,KENDRAPARA,KANIKA,BOND WITH PROPERTY,01-Jul-1998,01-Jul-1998,,4,1998,True,True,render_gcs_ingest
940600200227,4,MISC,UNKNOWN,UNKNOWN,GENERAL POA WITHOUT PROPERTY,,,,,2002,True,True,render_gcs_ingest
941080200640,4,MISC,UNKNOWN,UNKNOWN,OTHER DEED,,,,,2002,True,True,render_gcs_ingest
941080200599,4,MISC,UNKNOWN,UNKNOWN,GENERAL POA WITHOUT PROPERTY,,,,,2002,True,True,render_gcs_ingest
941139500101,4,MISC,KHURDA,KHANDAGIRI,GENERAL POA WITHOUT PROPERTY,12-Apr-1995,12-Apr-1995,,101,1995,True,True,render_gcs_ingest
940399600220,4,MISC,CUTTACK,UNKNOWN,GENERAL POA WITHOUT PROPERTY,,,,220,1996,True,True,render_gcs_ingest
941080200381,4,MISC,KHURDA,KHURDA(BBSR),GENERAL POA WITHOUT PROPERTY,19-Feb-2002,19-Feb-2002,,381,2002,True,True,render_gcs_ingest
940069700056,4,MISC,BALASORE,BALASORE,POA WITHOUT POSSESSION,,,,56,1997,True,True,render_gcs_ingest
910010402899,1,SALE,ANGUL,UNKNOWN,SALE IMMOVABLE,,20-Sep-2004,8750,2899,2004,True,True,render_gcs_ingest
910060306382,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,08-Sep-2003,05-Sep-2003,,,2003,True,True,render_gcs_ingest
910010201091,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,,,,2002,True,True,render_gcs_ingest
910050902529,1,SALE,ANGUL,TALCHER,SALE IMMOVABLE,04-Nov-2009,04-Nov-2009,60500,2529,2009,True,True,render_gcs_ingest
910050901504,1,SALE,ANGUL,TALCHER,SALE IMMOVABLE,25-Jun-2009,25-Jun-2009,12000,1504,2009,True,False,render_gcs_ingest
910010200518,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,,,,2002,True,True,render_gcs_ingest
910010702067,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,,,,2007,True,True,render_gcs_ingest
910010705435,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,,0,,2008,True,True,render_gcs_ingest
910010301135,1,SALE,UNKNOWN,UNKNOWN,RECONVEYANCE OF MORTGAGE,,,,,,True,True,render_gcs_ingest
910520100567,1,SALE,DHENKANAL,PARJANG,SALE IMMOVABLE,23-Jan-2001,23-Jan-2001,22500,567,2001,True,True,render_gcs_ingest
910910300779,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,01-Apr-2003,,,2003,True,True,render_gcs_ingest
910050902103,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,,,,2009,True,True,render_gcs_ingest
910900501018,1,SALE,KALAHANDI,JAIPATNA,SALE IMMOVABLE,19-Jun-2005,19-Jun-2005,20000,1018,2005,True,True,render_gcs_ingest
910010502471,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,,,,2005,True,True,render_gcs_ingest
910040300067,1,SALE,ANGUL,PALLAHARA,LEASE RENT RESERVED(IMMOVABLE),28-Feb-2003,04-Feb-2003,4800,67,2003,True,True,render_gcs_ingest
910010202459,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,21-Aug-2002,13000,2459,2002,True,True,render_gcs_ingest
910240502485,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,23-Oct-2005,23-Oct-2005,20000,,2005,True,True,render_gcs_ingest
910010701556,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,,,,2007,True,True,render_gcs_ingest
910010500955,1,SALE,UNKNOWN,UNKNOWN,GIFT IMMOVABLE,,,,,2005,True,True,render_gcs_ingest
910050700903,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,28-Aug-2007,,,,2007,True,True,render_gcs_ingest
911510300888,1,SALE,PURI,KAKATPUR,SALE IMMOVABLE,,,12000,888,,True,True,render_gcs_ingest
931620400005,3,WILL,UNKNOWN,UNKNOWN,OPEN WILL,,,,,2004,True,True,render_gcs_ingest
931190500018,3,WILL,KORAPUT,KORAPUT,OPEN WILL,27-Dec-2005,27-Dec-2005,,18,2005,True,True,render_gcs_ingest
931180800012,3,WILL,UNKNOWN,BARIGUMA,OPEN WILL,,24-Sep-2008,,12,2008,True,True,render_gcs_ingest
931700900210,3,WILL,UNKNOWN,UNKNOWN,OPEN WILL,,,,,2009,True,True,render_gcs_ingest
930680500038,3,WILL,UNKNOWN,UNKNOWN,OPEN WILL,,,,,2005,True,True,render_gcs_ingest
930300500005,3,WILL,BHADRAK,UNKNOWN,OPEN WILL,,19-Dec-2005,,5,2005,True,True,render_gcs_ingest
931620500131,3,WILL,SAMBALPUR,SAMBALPUR,OPEN WILL,,30-Dec-2005,,131,2005,True,True,render_gcs_ingest
930550400023,3,WILL,GAJAPATI,PARALAKHEMUNDI,OPEN WILL,,,,,2004,True,True,render_gcs_ingest
931510300003,3,WILL,PURI,KAKATPUR,OPEN WILL,11-Jun-2003,11-Jun-2003,,3,2003,True,True,render_gcs_ingest
930880800054,3,WILL,KALAHANDI,BHAWANIPATNA,OPEN WILL,19-Dec-2008,19-Dec-2008,100000,54,2008,True,True,render_gcs_ingest
931230800002,3,WILL,MALKANGIRI,MALKANAGIRI,OPEN WILL,04-Jan-2008,04-Jan-2008,,,2008,True,True,render_gcs_ingest
931220800010,3,WILL,UNKNOWN,UNKNOWN,OPEN WILL,,27-Jun-2008,,10,2008,True,True,render_gcs_ingest
931700600212,3,WILL,UNKNOWN,UNKNOWN,OPEN WILL,,11-Dec-2006,,,2006,True,True,render_gcs_ingest
931700300147,3,WILL,UNKNOWN,UNKNOWN,OPEN WILL,,,,,2003,True,True,render_gcs_ingest
940379700030,4,MISC,UNKNOWN,UNKNOWN,ADOPTION,,,,,1997,True,True,render_gcs_ingest
930860900022,3,WILL,JHARSUGUDA,JHARSUGUDA,OPEN WILL,07-Mar-2009,07-Mar-2009,,22,2009,True,True,render_gcs_ingest
930380300006,3,WILL,BOUDH,KANTAMAL,OPEN WILL,,17-Feb-2003,,,2003,True,True,render_gcs_ingest
930930000008,3,WILL,KENDRAPARA,KENDRAPARA,OPEN WILL,25-Jul-2000,10-Jul-2000,,8,2000,True,False,render_gcs_ingest
930459700004,3,WILL,CUTTACK,NARSINGHPUR,OPEN WILL,21-Oct-1997,21-Oct-1997,30000,4,1997,True,True,render_gcs_ingest
931330800028,3,WILL,UNKNOWN,UNKNOWN,OPEN WILL,,,,,,True,True,render_gcs_ingest
931680400016,3,WILL,UNKNOWN,UNKNOWN,OPEN WILL,,,,,,True,False,render_gcs_ingest
940730200025,4,MISC,JAGATSINGHPUR,BALIKUDA,ADOPTION,23-Oct-2002,23-Oct-2002,,25,2002,True,True,render_gcs_ingest
931260300001,3,WILL,UNKNOWN,UNKNOWN,OPEN WILL,,02-Jan-2003,,,2003,True,True,render_gcs_ingest
940379500012,4,MISC,UNKNOWN,UNKNOWN,ADOPTION,,,,,1995,True,True,render_gcs_ingest
931700700134,3,WILL,SUNDARGARH,UNKNOWN,OPEN WILL,25-Jun-2007,25-Jun-2007,,134,2007,True,True,render_gcs_ingest
940889700042,4,MISC,UNKNOWN,UNKNOWN,ADOPTION,,,,,1997,True,True,render_gcs_ingest
940579600072,4,MISC,UNKNOWN,UNKNOWN,GENERAL POA WITHOUT PROPERTY,,,,72,1996,True,True,render_gcs_ingest
940399500352,4,MISC,UNKNOWN,UNKNOWN,GENERAL POA WITHOUT PROPERTY,,,,,1995,True,True,render_gcs_ingest
940069600067,4,MISC,BALASORE,BALASORE,AGREEMENT WITH PROPERTY,,,,67,1996,True,True,render_gcs_ingest
941080200310,4,MISC,KHURDA,UNKNOWN,OTHER DEED,13-Feb-2002,06-Feb-2002,,310,2002,True,True,render_gcs_ingest
940999700003,4,MISC,KENDRAPARA,KANIKA,GENERAL POA WITHOUT PROPERTY,03-Apr-1997,03-Apr-1997,,3,1997,True,True,render_gcs_ingest
940479500027,4,MISC,UNKNOWN,UNKNOWN,REGISTRATION OF MARRIAGE U/S 15,,,,,1995,True,True,render_gcs_ingest
940399500184,4,MISC,CUTTACK,CUTTACK,REGISTRATION OF MARRIAGE U/S 15,22-Jun-1995,22-Jun-1995,,184,1995,True,True,render_gcs_ingest
941080201418,4,MISC,KHURDA,KHURDA(BBSR),OTHER DEED,27-Jun-2002,21-Jun-2002,,1418,2002,True,True,render_gcs_ingest
940069800076,4,MISC,UNKNOWN,UNKNOWN,GENERAL AGREEMENT,,,,76,1998,True,True,render_gcs_ingest
940069800169,4,MISC,UNKNOWN,BALASORE,GENERAL POA WITHOUT PROPERTY,,16-Nov-1998,,,1998,True,True,render_gcs_ingest
940810200028,4,MISC,JAJPUR,DHARMASALA,GENERAL POA WITHOUT PROPERTY,10-Jul-2002,10-Jul-2002,,28,2002,True,True,render_gcs_ingest
940069500116,4,MISC,UNKNOWN,UNKNOWN,GENERAL POA WITHOUT PROPERTY,19-Sep-1995,28-Jun-1995,,,1995,True,True,render_gcs_ingest
940489700002,4,MISC,CUTTACK,TIGIRIA,REGISTRATION OF MARRIAGE U/S 15,23-Apr-1997,23-Apr-1997,,2,1997,True,True,render_gcs_ingest
941080200068,4,MISC,KHURDA,UNKNOWN,GENERAL AGREEMENT,18-Jan-2002,18-Jan-2002,178750,,2002,True,True,render_gcs_ingest
940399700092,4,MISC,UNKNOWN,UNKNOWN,GENERAL AGREEMENT,,,,92,1997,True,True,render_gcs_ingest
940619700371,4,MISC,UNKNOWN,UNKNOWN,GENERAL POA WITHOUT PROPERTY,,,,,1997,True,True,render_gcs_ingest
940749600012,4,MISC,JAGATSINGHPUR,DEBIDOL,OTHER DEED,21-Jun-1996,21-Jun-1996,,12,1996,True,True,render_gcs_ingest
940609600227,4,MISC,UNKNOWN,BERHAMPUR-II,GENERAL POA WITHOUT PROPERTY,,24-Jul-1996,,227,1996,True,True,render_gcs_ingest
941009700024,4,MISC,UNKNOWN,UNKNOWN,GENERAL POA WITHOUT PROPERTY,,,,,1997,True,True,render_gcs_ingest
940399700050,4,MISC,UNKNOWN,UNKNOWN,GENERAL POA WITHOUT PROPERTY,,,,,1997,True,False,render_gcs_ingest
940390200382,4,MISC,CUTTACK,CUTTACK,GENERAL AGREEMENT,03-Jun-2002,03-Jun-2002,800000,382,2002,True,True,render_gcs_ingest
940640200036,4,MISC,UNKNOWN,UNKNOWN,GENERAL POA WITHOUT PROPERTY,24-Sep-2002,24-Sep-2002,,,2002,True,True,render_gcs_ingest
940069500203,4,MISC,BALASORE,UNKNOWN,GENERAL AGREEMENT,,,,,1995,True,True,render_gcs_ingest
930380000003,3,WILL,BOUDH,KANTAMAL,OTHER DEED,,,,3,2000,True,False,render_gcs_ingest
940399800401,4,MISC,CUTTACK,CUTTACK,REGISTRATION OF MARRIAGE U/S 15,07-Sep-1998,07-Sep-1998,,401,1998,True,True,render_gcs_ingest
940640200020,4,MISC,UNKNOWN,UNKNOWN,PARTNERSHIP MORE THAN RS.500,,,,,2002,True,True,render_gcs_ingest
930619800087,3,WILL,UNKNOWN,UNKNOWN,OTHER DEED,,,,,1998,True,False,render_gcs_ingest
940399800071,4,MISC,UNKNOWN,UNKNOWN,GENERAL AGREEMENT,,,,,1998,True,True,render_gcs_ingest
910010401520,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,16-Jul-2004,27-May-2004,,1520,2004,True,True,render_gcs_ingest
910010501122,1,SALE,UNKNOWN,UNKNOWN,RECONVEYANCE OF MORTGAGE,,,0,,2005,True,True,render_gcs_ingest
910450800331,1,SALE,CUTTACK,UNKNOWN,SALE IMMOVABLE,,,27500,,,True,True,render_gcs_ingest
910230501523,1,SALE,BHADRAK,BHADRAK,LEASE ADVANCE WITH RENT IMMOVABLE,24-Apr-2005,,5250,1523,2005,True,True,render_gcs_ingest
910040500179,1,SALE,UNKNOWN,PALLAHARA,LEASE ADVANCE WITH RENT IMMOVABLE,07-Apr-2005,07-Apr-2005,1500,179,2005,True,True,render_gcs_ingest
910010202887,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,,26000,,2002,True,True,render_gcs_ingest
910010302479,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,11-Dec-2003,,,,2003,True,True,render_gcs_ingest
910060507492,1,SALE,UNKNOWN,UNKNOWN,LEASE WITH ADVANCE ONLY(IMMOVABLE),,,,,2005,True,True,render_gcs_ingest
910060205306,1,SALE,BALASORE,BALASORE,SALE IMMOVABLE,28-Sep-2002,28-Sep-2002,5500,5306,2002,True,True,render_gcs_ingest
910530701357,1,SALE,UNKNOWN,HINDOL,SALE IMMOVABLE,,,20250,1357,,True,True,render_gcs_ingest
910060802652,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,,,,,True,True,render_gcs_ingest
911430301651,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,02-Nov-2003,02-Nov-2003,,,2003,True,True,render_gcs_ingest
910080901675,1,SALE,BALASORE,BASTA,SALE IMMOVABLE,16-Jul-2009,16-Jul-2009,41360,1675,2009,True,True,render_gcs_ingest
910010902910,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,25-Jun-2009,30800,2910,2009,True,True,render_gcs_ingest
910010402777,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,,16000,,2004,True,True,render_gcs_ingest
910019502386,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,30-Oct-1995,0,2386,1995,True,True,render_gcs_ingest
911050400439,1,SALE,UNKNOWN,UNKNOWN,LEASE ADVANCE WITH RENT IMMOVABLE,,,,,,True,True,render_gcs_ingest
910010400416,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,09-Feb-2004,,,2004,True,True,render_gcs_ingest
940699500033,4,MISC,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,,,,1995,True,True,render_gcs_ingest
910010502276,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,,29050,,2005,True,True,render_gcs_ingest
910010503019,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,17-Sep-2005,,,,2005,True,True,render_gcs_ingest
931080200010,3,WILL,KHURDA,UNKNOWN,OPEN WILL,,04-Feb-2002,,10,2002,True,True,render_gcs_ingest
931000600012,3,WILL,KEONJHAR,KEONJHAR,OPEN WILL,19-Jul-2006,19-Jul-2006,,12,2006,True,True,render_gcs_ingest
940389700004,4,MISC,BOUDH,KANTAMAL,ADOPTION,02-Jul-1997,02-Jul-1997,,4,1997,True,True,render_gcs_ingest
930390700015,3,WILL,CUTTACK,UNKNOWN,OPEN WILL,12-Aug-2007,12-Aug-2007,,15,2007,True,True,render_gcs_ingest
930589700001,3,WILL,UNKNOWN,UNKNOWN,OPEN WILL,,16-Jan-1997,,,1997,True,True,render_gcs_ingest
931620300053,3,WILL,SAMBALPUR,SAMBALPUR,OPEN WILL,08-Jul-2003,08-Jul-2003,,53,2003,True,True,render_gcs_ingest
940729700016,4,MISC,JAGATSINGHPUR,JAGATSINGHPUR,ADOPTION,20-Jun-1997,20-Jun-1997,,16,1997,True,True,render_gcs_ingest
931449600006,3,WILL,UNKNOWN,UNKNOWN,OPEN WILL,,,,6,1996,True,False,render_gcs_ingest
930310300036,3,WILL,BOLANGIR,BALANGIR,OPEN WILL,08-May-2003,08-May-2003,,,2003,True,True,render_gcs_ingest
931709500038,3,WILL,UNKNOWN,UNKNOWN,CANCELLATION OF OPEN WILL,,,,,1995,True,True,render_gcs_ingest
931190900028,3,WILL,KORAPUT,KORAPUT,OPEN WILL,05-Jun-2009,,,28,2009,True,True,render_gcs_ingest
930610400029,3,WILL,UNKNOWN,UNKNOWN,OPEN WILL,,,,,2004,True,True,render_gcs_ingest
930319900017,3,WILL,UNKNOWN,UNKNOWN,OPEN WILL,,,,,1999,True,True,render_gcs_ingest
930310200023,3,WILL,BOLANGIR,BALANGIR,OPEN WILL,07-May-2002,07-May-2002,,23,2002,True,True,render_gcs_ingest
931130600005,3,WILL,KHURDA,KHANDAGIRI,OPEN WILL,28-Feb-2006,28-Feb-2006,,5,2006,True,True,render_gcs_ingest
931089700009,3,WILL,UNKNOWN,KHURDA(BBSR),OPEN WILL,29-Jan-1997,29-Jan-1997,,9,1997,True,True,render_gcs_ingest
930550400002,3,WILL,UNKNOWN,UNKNOWN,OPEN WILL,12-Jan-2004,12-Jan-2004,,2,2004,True,True,render_gcs_ingest
931700700165,3,WILL,UNKNOWN,UNKNOWN,OPEN WILL,,,,165,2007,True,True,render_gcs_ingest
931480600001,3,WILL,PURI,PURI,OPEN WILL,18-Jan-2006,18-Jan-2006,,1,2006,True,True,render_gcs_ingest
931480700043,3,WILL,PURI,PURI,OPEN WILL,25-Jul-2007,25-Jul-2007,,43,2007,True,True,render_gcs_ingest
931339600029,3,WILL,NABARANGPUR,NABARANGPUR,OPEN WILL,16-Nov-1996,16-Nov-1996,20000,29,1996,True,True,render_gcs_ingest
930860400095,3,WILL,UNKNOWN,UNKNOWN,OPEN WILL,,,,,2004,True,True,render_gcs_ingest
931190900003,3,WILL,KORAPUT,KORAPUT,OPEN WILL,24-Jan-2009,24-Jan-2009,,3,2009,True,True,render_gcs_ingest
930889800021,3,WILL,UNKNOWN,BHAWANIPATNA,OPEN WILL,,09-Sep-1998,,,1998,True,True,render_gcs_ingest
931680500012,3,WILL,SUBARNAPUR,BINIKA,OPEN WILL,26-Oct-2005,26-Oct-2005,,12,2005,True,True,render_gcs_ingest
930550400013,3,WILL,GAJAPATI,PARALAKHEMUNDI,OPEN WILL,23-Apr-2004,21-Apr-2004,,13,2004,True,True,render_gcs_ingest
940070200014,4,MISC,BALASORE,BALIAPAL,GENERAL POA WITHOUT PROPERTY,22-Feb-2002,22-Feb-2002,,14,2002,True,True,render_gcs_ingest
940399800381,4,MISC,UNKNOWN,UNKNOWN,GENERAL POA WITHOUT PROPERTY,,,,,,True,True,render_gcs_ingest
940399800283,4,MISC,UNKNOWN,UNKNOWN,GENERAL POA WITHOUT PROPERTY,,26-May-1998,,,1998,True,True,render_gcs_ingest
940399500335,4,MISC,UNKNOWN,UNKNOWN,GENERAL POA WITHOUT PROPERTY,,,,,1995,True,True,render_gcs_ingest
940109700027,4,MISC,BALASORE,JALESWARPUR,REGISTRATION OF MARRIAGE U/S 15,02-Jul-1997,02-Jul-1997,,27,1997,True,True,render_gcs_ingest
941080200541,4,MISC,KHURDA,KHURDA(BBSR),GENERAL AGREEMENT,14-Mar-2002,08-Mar-2002,200000,541,2002,True,True,render_gcs_ingest
941080200254,4,MISC,KHURDA,KHURDA(BBSR),GENERAL POA WITHOUT PROPERTY,08-Feb-2002,01-Feb-2002,,254,2002,True,True,render_gcs_ingest
941080200391,4,MISC,UNKNOWN,UNKNOWN,GENERAL POA WITHOUT PROPERTY,,,,,2002,True,True,render_gcs_ingest
940889600023,4,MISC,KALAHANDI,BHAWANIPATNA,GENERAL POA WITHOUT PROPERTY,12-Jun-1996,12-Jun-1996,,23,1996,True,True,render_gcs_ingest
940390200042,4,MISC,CUTTACK,CUTTACK,REGISTRATION OF MARRIAGE U/S 15,18-Jan-2002,,,42,2002,True,True,render_gcs_ingest
941089601291,4,MISC,KHURDA,KHURDA(BBSR),GENERAL POA WITHOUT PROPERTY,18-Oct-1996,18-Oct-1996,,1291,1996,True,True,render_gcs_ingest
941080200624,4,MISC,KHURDA,KHURDA(BBSR),GENERAL AGREEMENT,21-Mar-2002,16-Mar-2002,,624,2002,True,True,render_gcs_ingest
941080200603,4,MISC,UNKNOWN,UNKNOWN,GENERAL AGREEMENT,20-Mar-2002,,,603,2002,True,False,render_gcs_ingest
941080200237,4,MISC,KHURDA,KHURDA(BBSR),GENERAL AGREEMENT,08-Feb-2002,31-Jan-2002,,237,2002,True,True,render_gcs_ingest
910010503110,1,SALE,UNKNOWN,UNKNOWN,OTHER DEED,,06-Aug-2005,2700,,2005,True,True,render_gcs_ingest
940799700015,4,MISC,JAJPUR,BARACHANA,REGISTRATION OF MARRIAGE U/S 15,16-Jul-1997,16-Jul-1997,,15,1997,True,True,render_gcs_ingest
940069500040,4,MISC,UNKNOWN,UNKNOWN,GENERAL POA WITHOUT PROPERTY,,,,,1995,True,True,render_gcs_ingest
940399600085,4,MISC,CUTTACK,CUTTACK,GENERAL AGREEMENT,02-Mar-1996,29-Feb-1996,,85,1996,True,True,render_gcs_ingest
940619700374,4,MISC,UNKNOWN,UNKNOWN,GENERAL POA WITHOUT PROPERTY,,,,,1997,True,True,render_gcs_ingest
910730900054,1,SALE,UNKNOWN,UNKNOWN,GENERAL AGREEMENT,,,,,2009,True,True,render_gcs_ingest
941080200290,4,MISC,KHURDA,UNKNOWN,GENERAL POA WITHOUT PROPERTY,11-Feb-2002,,,290,2002,True,True,render_gcs_ingest
940399600006,4,MISC,UNKNOWN,UNKNOWN,GENERAL AGREEMENT,05-Jan-1996,05-Jan-1996,105000,6,1996,True,True,render_gcs_ingest
941080200442,4,MISC,UNKNOWN,UNKNOWN,GENERAL AGREEMENT,28-Feb-2002,,,,2002,True,True,render_gcs_ingest
940819600017,4,MISC,UNKNOWN,UNKNOWN,GENERAL POA WITHOUT PROPERTY,22-Apr-1996,22-Apr-1996,,17,1996,True,True,render_gcs_ingest
941080200361,4,MISC,KHURDA,KHURDA(BBSR),GENERAL POA WITHOUT PROPERTY,16-Feb-2002,16-Feb-2002,,361,2002,True,True,render_gcs_ingest
940619700358,4,MISC,UNKNOWN,UNKNOWN,GENERAL POA WITHOUT PROPERTY,,,,358,1997,True,False,render_gcs_ingest
