registration_no,book_no,book_label,district,office,deed_type,registration_date,presentation_date,consideration_amount,old_reg_no,year,has_scan,has_pdf,source
940860200022,4,MISC,UNKNOWN,UNKNOWN,GENERAL POA WITHOUT PROPERTY,,,,,2002,True,True,render_gcs_ingest
940419700039,4,MISC,CUTTACK,BANKI,GENERAL POA WITHOUT PROPERTY,18-Nov-1997,18-Nov-1997,,39,1997,True,True,render_gcs_ingest
941080200001,4,MISC,KHURDA,KHURDA(BBSR),CANCELLATION OF POA,03-Jan-2002,03-Jan-2002,,1,2002,True,True,render_gcs_ingest
940939500059,4,MISC,UNKNOWN,UNKNOWN,REGISTRATION OF MARRIAGE U/S 15,,,,,1995,True,True,render_gcs_ingest
941009700035,4,MISC,KEONJHAR,KEONJHAR,GENERAL AGREEMENT,29-Apr-1997,29-Apr-1997,,35,1997,True,True,render_gcs_ingest
940619700190,4,MISC,GANJAM,BERHAMPUR-I,GENERAL POA WITHOUT PROPERTY,,,,,1997,True,True,render_gcs_ingest
940419700016,4,MISC,CUTTACK,BANKI,REGISTRATION OF MARRIAGE U/S 15,29-Apr-1997,29-Apr-1997,,16,1997,True,True,render_gcs_ingest
941080200431,4,MISC,UNKNOWN,UNKNOWN,GENERAL AGREEMENT,,,,,2002,True,True,render_gcs_ingest
940069500035,4,MISC,BALASORE,BALASORE,GENERAL POA WITHOUT PROPERTY,22-Mar-1995,06-Feb-1995,,35,1995,True,True,render_gcs_ingest
940019700056,4,MISC,ANGUL,ANGUL,GENERAL AGREEMENT,08-Sep-1997,27-Aug-1997,,56,1997,True,True,render_gcs_ingest
940619800099,4,MISC,UNKNOWN,BERHAMPUR-I,TRUST,,,,,1998,True,False,render_gcs_ingest
940069700139,4,MISC,BALASORE,BALASORE,POA WITHOUT POSSESSION,05-Dec-1997,05-Dec-1997,,139,1997,True,True,render_gcs_ingest
941080200202,4,MISC,UNKNOWN,UNKNOWN,GENERAL AGREEMENT,,,,,2002,True,True,render_gcs_ingest
941089701454,4,MISC,KHURDA,KHURDA(BBSR),GENERAL AGREEMENT,18-Sep-1997,18-Sep-1997,,1454,1997,True,True,render_gcs_ingest
940069600176,4,MISC,BALASORE,BALASORE,REGISTRATION OF MARRIAGE U/S 15,01-Aug-1996,01-Aug-1996,,176,1996,True,True,render_gcs_ingest
940619800021,4,MISC,GANJAM,BERHAMPUR-I,GENERAL POA WITHOUT PROPERTY,07-Feb-1998,31-Jan-1998,,21,1998,True,True,render_gcs_ingest
941080200074,4,MISC,UNKNOWN,UNKNOWN,OTHER DEED,,18-Jan-2002,,,2002,True,True,render_gcs_ingest
940860200046,4,MISC,JHARSUGUDA,JHARSUGUDA,GENERAL POA WITHOUT PROPERTY,19-Jun-2002,19-Jun-2002,,46,2002,True,True,render_gcs_ingest
941089700591,4,MISC,UNKNOWN,UNKNOWN,GENERAL AGREEMENT,,,,,1997,True,True,render_gcs_ingest
940399700201,4,MISC,CUTTACK,CUTTACK,GENERAL POA WITHOUT PROPERTY,05-May-1997,05-May-1997,,201,1997,True,True,render_gcs_ingest
940600200018,4,MISC,GANJAM,BERHAMPUR-II,GENERAL POA WITHOUT PROPERTY,19-Jan-2002,19-Jan-2002,,18,2002,True,True,render_gcs_ingest
910010700402,1,SALE,UNKNOWN,ANGUL,GENERAL AGREEMENT,07-Feb-2007,,,402,2007,True,True,render_gcs_ingest
940399600005,4,MISC,UNKNOWN,UNKNOWN,GENERAL AGREEMENT,,,,,,True,True,render_gcs_ingest
940759600008,4,MISC,UNKNOWN,UNKNOWN,SOLEMNISATION OF MARRIAGE U/S 5,,,,,1996,True,True,render_gcs_ingest
940939500017,4,MISC,KENDRAPARA,KENDRAPARA,REGISTRATION OF MARRIAGE U/S 15,15-Apr-1995,13-Apr-1995,,17,1995,True,True,render_gcs_ingest
940609700330,4,MISC,GANJAM,BERHAMPUR-II,GENERAL POA WITHOUT PROPERTY,23-Sep-1997,23-Sep-1997,,330,1997,True,True,render_gcs_ingest
940390200596,4,MISC,CUTTACK,CUTTACK,GENERAL POA WITHOUT PROPERTY,21-Oct-2002,21-Oct-2002,,596,2002,True,True,render_gcs_ingest
940399600204,4,MISC,UNKNOWN,UNKNOWN,GENERAL AGREEMENT,13-May-1996,13-May-1996,,,1996,True,True,render_gcs_ingest
910010503151,1,SALE,ANGUL,ANGUL,SALE IMMOVABLE,21-Sep-2005,10-Aug-2005,18350,3151,2005,True,True,render_gcs_ingest
910230700120,1,SALE,BHADRAK,BHADRAK,SALE IMMOVABLE,12-Jan-2007,21-Jan-2007,9000,120,2007,True,True,render_gcs_ingest
910010301101,1,SALE,ANGUL,ANGUL,SALE IMMOVABLE,,24-Apr-2003,,1101,2003,True,True,render_gcs_ingest
910010503795,1,SALE,UNKNOWN,UNKNOWN,RECONVEYANCE OF MORTGAGE,,,0,,2005,True,True,render_gcs_ingest
910010500382,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,21-Mar-2005,,,,2005,True,True,render_gcs_ingest
910010703085,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,18-Aug-2007,,,,2007,True,True,render_gcs_ingest
911100902628,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,,,,2009,True,True,render_gcs_ingest
910010903716,1,SALE,UNKNOWN,ANGUL,SALE IMMOVABLE,29-Oct-2009,,115200,3716,2009,True,True,render_gcs_ingest
910010503935,1,SALE,ANGUL,ANGUL,SALE IMMOVABLE,23-Dec-2005,10-Nov-2005,54000,3935,2005,True,True,render_gcs_ingest
910010402111,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,,,,2004,True,True,render_gcs_ingest
910010904533,1,SALE,ANGUL,ANGUL,SALE IMMOVABLE,,13-Oct-2009,,4533,2009,True,True,render_gcs_ingest
910060306909,1,SALE,BALASORE,BALASORE,SALE IMMOVABLE,,,,6909,2003,True,True,render_gcs_ingest
911260902732,1,SALE,UNKNOWN,MAYURBHANJ,SALE IMMOVABLE,19-Oct-2009,,,2732,2009,True,True,render_gcs_ingest
910010901964,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,27-Jun-2009,,,,2009,True,True,render_gcs_ingest
910010701844,1,SALE,UNKNOWN,ANGUL,SALE IMMOVABLE,,,13000,1844,2007,True,True,render_gcs_ingest
910110500415,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,,,415,,True,True,render_gcs_ingest
910010501914,1,SALE,ANGUL,ANGUL,SALE IMMOVABLE,27-Jul-2005,03-May-2005,20000,1914,2005,True,True,render_gcs_ingest
910010503762,1,SALE,ANGUL,ANGUL,SALE IMMOVABLE,,21-Oct-2005,0,,2005,True,True,render_gcs_ingest
910310900880,1,SALE,BOLANGIR,BALANGIR,SALE IMMOVABLE,23-Apr-2009,23-Apr-2009,32000,880,2009,True,True,render_gcs_ingest
910030100534,1,SALE,ANGUL,CHHENDIPADA,SALE IMMOVABLE,25-Aug-2001,25-Aug-2001,4920,534,2001,True,True,render_gcs_ingest
910010903427,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,,,,2009,True,True,render_gcs_ingest
910049800230,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,,,,1998,True,True,render_gcs_ingest
910030500967,1,SALE,ANGUL,CHHENDIPADA,SALE IMMOVABLE,29-Jul-2005,,13440,967,2005,True,True,render_gcs_ingest
910110301600,1,SALE,BALASORE,KHAIRA,SALE IMMOVABLE,,02-Feb-2003,800,1600,2003,True,True,render_gcs_ingest
910010300914,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,02-Apr-2003,,,2003,True,True,render_gcs_ingest
910270501389,1,SALE,BHADRAK,CHANDBALI,SALE IMMOVABLE,28-May-2005,28-Aug-2005,3500,1389,2005,True,True,render_gcs_ingest
931260700049,3,WILL,MAYURBHANJ,MAYURBHANJ,OPEN WILL,04-May-2007,04-May-2007,,49,2007,True,True,render_gcs_ingest
930600600027,3,WILL,GANJAM,BERHAMPUR-II,OPEN WILL,,,,,2006,True,True,render_gcs_ingest
930500200019,3,WILL,DHENKANAL,DHENKANAL,OPEN WILL,02-Nov-2002,22-Jul-2002,,19,2002,True,True,render_gcs_ingest
931700400084,3,WILL,UNKNOWN,SUNDERGARH,OPEN WILL,12-Jul-2004,12-Jul-2004,,84,2004,True,True,render_gcs_ingest
930560900001,3,WILL,GAJAPATI,UNKNOWN,OPEN WILL,16-Jan-2009,16-Jan-2009,,1,2009,True,True,render_gcs_ingest
930670000019,3,WILL,GANJAM,PATRAPUR,OPEN WILL,18-Oct-2000,18-Oct-2000,,19,2000,True,True,render_gcs_ingest
930620700024,3,WILL,UNKNOWN,UNKNOWN,OPEN WILL,,,,,2007,True,True,render_gcs_ingest
931700400062,3,WILL,SUNDARGARH,SUNDERGARH,OPEN WILL,09-Jun-2004,09-Jun-2004,,62,2004,True,True,render_gcs_ingest
931700200022,3,WILL,UNKNOWN,UNKNOWN,OPEN WILL,,04-Apr-2002,,,2002,True,True,render_gcs_ingest
931620100028,3,WILL,UNKNOWN,UNKNOWN,OPEN WILL,,,,,2001,True,True,render_gcs_ingest
931080400040,3,WILL,KHURDA,KHURDA(BBSR),OPEN WILL,04-May-2004,04-May-2004,,40,2004,True,True,render_gcs_ingest
931260900055,3,WILL,MAYURBHANJ,MAYURBHANJ,OPEN WILL,22-Jun-2009,22-Jun-2009,,55,2009,True,True,render_gcs_ingest
930590400026,3,WILL,GANJAM,BHANJANAGAR,OPEN WILL,,26-Jun-2004,,26,2004,True,True,render_gcs_ingest
931179500027,3,WILL,KORAPUT,KORAPUT(JEYPORE),OPEN WILL,03-Nov-1995,03-Nov-1995,,27,1995,True,True,render_gcs_ingest
931629600065,3,WILL,UNKNOWN,UNKNOWN,OPEN WILL,,,,,1996,True,False,render_gcs_ingest
930860400017,3,WILL,JHARSUGUDA,JHARSUGUDA,OPEN WILL,20-Feb-2004,20-Feb-2004,,17,2004,True,True,render_gcs_ingest
930600300011,3,WILL,UNKNOWN,UNKNOWN,OPEN WILL,,,,,2003,True,True,render_gcs_ingest
930640800002,3,WILL,UNKNOWN,UNKNOWN,OPEN WILL,,,,2,2008,True,True,render_gcs_ingest
931359600006,3,WILL,NABARANGPUR,KODINGA,OPEN WILL,17-Jun-1996,17-Jun-1996,,6,1996,True,True,render_gcs_ingest
930550600030,3,WILL,GAJAPATI,PARALAKHEMUNDI,OPEN WILL,12-Jun-2006,12-Jun-2006,,30,2006,True,True,render_gcs_ingest
930609500195,3,WILL,GANJAM,BERHAMPUR-II,OPEN WILL,28-Oct-1995,28-Oct-1995,,195,1995,True,True,render_gcs_ingest
940669500018,4,MISC,GANJAM,UNKNOWN,ADOPTION,,,,,,True,True,render_gcs_ingest
930370500022,3,WILL,BOUDH,BOUDH,OPEN WILL,04-May-2005,04-May-2005,,,2005,True,True,render_gcs_ingest
930580700037,3,WILL,GANJAM,ASKA,OPEN WILL,15-Oct-2007,15-Oct-2007,,37,2007,True,True,render_gcs_ingest
930640800003,3,WILL,UNKNOWN,UNKNOWN,OPEN WILL,,,,3,2008,True,True,render_gcs_ingest
931680100006,3,WILL,SUBARNAPUR,BINIKA,OPEN WILL,07-Sep-2001,07-Sep-2001,,6,2001,True,True,render_gcs_ingest
931080600136,3,WILL,KHURDA,KHURDA(BBSR),OPEN WILL,25-Nov-2006,25-Nov-2006,,,2006,True,True,render_gcs_ingest
930680400028,3,WILL,GANJAM,PURUSOTTAMPUR,OPEN WILL,15-Jul-2004,15-Jul-2004,,28,2004,True,True,render_gcs_ingest
930860900024,3,WILL,JHARSUGUDA,JHARSUGUDA,OPEN WILL,18-Jan-2009,18-Mar-2009,,24,2009,True,True,render_gcs_ingest
930600700273,3,WILL,GANJAM,UNKNOWN,OPEN WILL,29-Sep-2007,29-Sep-2007,,273,2007,True,True,render_gcs_ingest
910080301869,1,SALE,BALASORE,BASTA,ADOPTION,12-Jul-2003,12-Jul-2003,7000,1869,2003,True,True,render_gcs_ingest
941080200337,4,MISC,UNKNOWN,KHURDA(BBSR),OTHER DEED,15-Mar-2002,15-Mar-2002,,337,2002,True,True,render_gcs_ingest
940819500057,4,MISC,JAJPUR,DHARMASALA,GENERAL POA WITHOUT PROPERTY,07-Apr-1995,07-Apr-1995,,57,1995,True,True,render_gcs_ingest
940609600332,4,MISC,GANJAM,BERHAMPUR-II,GENERAL POA WITHOUT PROPERTY,13-Nov-1996,13-Nov-1996,,332,1996,True,True,render_gcs_ingest
940609600003,4,MISC,GANJAM,BERHAMPUR-II,GENERAL POA WITHOUT PROPERTY,05-Jan-1996,05-Jan-1996,,3,1996,True,True,render_gcs_ingest
940600200114,4,MISC,GANJAM,BERHAMPUR-II,GENERAL POA WITHOUT PROPERTY,05-Apr-2002,05-Apr-2002,,114,2002,True,True,render_gcs_ingest
940600200124,4,MISC,UNKNOWN,UNKNOWN,GENERAL POA WITHOUT PROPERTY,,,,,2002,True,True,render_gcs_ingest
940079600034,4,MISC,BALASORE,BALIAPAL,PARTNERSHIP MORE THAN RS.500,,,,34,1996,True,False,render_gcs_ingest
941080200370,4,MISC,KHURDA,KHURDA(BBSR),GENERAL AGREEMENT,08-Feb-2002,08-Feb-2002,,370,2002,True,True,render_gcs_ingest
940390200573,4,MISC,CUTTACK,CUTTACK,OTHER DEED,03-Oct-2002,03-Oct-2002,,573,2002,True,True,render_gcs_ingest
940610200160,4,MISC,UNKNOWN,UNKNOWN,GENERAL POA WITHOUT PROPERTY,,,,,2002,True,True,render_gcs_ingest
941080200152,4,MISC,KHURDA,KHURDA(BBSR),GENERAL POA WITHOUT PROPERTY,02-Feb-2002,21-Jan-2002,,152,2002,True,True,render_gcs_ingest
940600200078,4,MISC,UNKNOWN,UNKNOWN,GENERAL POA WITHOUT PROPERTY,,,,,,True,True,render_gcs_ingest
940609500243,4,MISC,GANJAM,BERHAMPUR-II,GENERAL POA WITHOUT PROPERTY,20-Sep-1995,20-Sep-1995,,243,1995,True,True,render_gcs_ingest
931080900131,3,WILL,KHURDA,KHURDA(BBSR),OTHER DEED,01-Jan-2009,,,131,2009,True,True,render_gcs_ingest
940600200398,4,MISC,UNKNOWN,BERHAMPUR-II,GENERAL POA WITHOUT PROPERTY,,07-Oct-2002,,,2002,True,True,render_gcs_ingest
940610200177,4,MISC,GANJAM,BERHAMPUR-I,GENERAL POA WITHOUT PROPERTY,17-Aug-2002,17-Aug-2002,,177,2002,True,True,render_gcs_ingest
940609700317,4,MISC,UNKNOWN,UNKNOWN,GENERAL POA WITHOUT PROPERTY,,,,,,True,True,render_gcs_ingest
940399700044,4,MISC,UNKNOWN,UNKNOWN,GENERAL POA WITHOUT PROPERTY,,,,,1997,True,True,render_gcs_ingest
940079600043,4,MISC,BALASORE,BALIAPAL,REGISTRATION OF MARRIAGE U/S 15,19-Nov-1996,30-Oct-1996,,43,1996,True,True,render_gcs_ingest
930399500010,3,WILL,CUTTACK,CUTTACK,OTHER DEED,22-Feb-1995,21-Feb-1995,,10,1995,True,False,render_gcs_ingest
940399800487,4,MISC,CUTTACK,CUTTACK,GENERAL AGREEMENT,18-Nov-1998,18-Nov-1998,,,1998,True,True,render_gcs_ingest
940869700072,4,MISC,JHARSUGUDA,JHARSUGUDA,GENERAL POA WITHOUT PROPERTY,,,,72,1997,True,True,render_gcs_ingest
941080200307,4,MISC,UNKNOWN,UNKNOWN,GENERAL AGREEMENT,,01-Feb-2002,268750,,2002,True,True,render_gcs_ingest
941080200054,4,MISC,KHURDA,KHURDA(BBSR),GENERAL AGREEMENT,16-Jan-2002,16-Jan-2002,365000,54,2002,True,True,render_gcs_ingest
930399500018,3,WILL,UNKNOWN,UNKNOWN,OTHER DEED,,,,,1995,True,True,render_gcs_ingest
941080200296,4,MISC,UNKNOWN,KHURDA(BBSR),GENERAL AGREEMENT,,,237500,,2002,True,True,render_gcs_ingest
941139700244,4,MISC,KHURDA,KHANDAGIRI,GENERAL POA WITHOUT PROPERTY,29-Mar-1997,29-Mar-1997,,244,1997,True,True,render_gcs_ingest
940390200584,4,MISC,UNKNOWN,UNKNOWN,GENERAL AGREEMENT,,,,,2002,True,True,render_gcs_ingest
941080200170,4,MISC,UNKNOWN,UNKNOWN,OTHER DEED,,,,,2002,True,True,render_gcs_ingest
941080200517,4,MISC,KHURDA,KHURDA(BBSR),OTHER DEED,,,,517,2002,True,True,render_gcs_ingest
940249600013,4,MISC,BHADRAK,BASUDEVPUR,GENERAL AGREEMENT,22-Aug-1996,14-Mar-1996,105000,13,1996,True,True,render_gcs_ingest
911230300018,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,,18000,,2002,True,True,render_gcs_ingest
910010905135,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,,,,2009,True,True,render_gcs_ingest
910010500639,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,,,,2005,True,True,render_gcs_ingest
911170701089,1,SALE,KORAPUT,KORAPUT(JEYPORE),SALE IMMOVABLE,10-Jun-2007,10-Jun-2007,52000,1089,2007,True,True,render_gcs_ingest
910019600359,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,,,,1996,True,True,render_gcs_ingest
910010201415,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,08-Nov-2002,,,,2002,True,True,render_gcs_ingest
910010301185,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,07-May-2003,38500,,2003,True,True,render_gcs_ingest
910010601020,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,,,,2006,True,True,render_gcs_ingest
910510700880,1,SALE,DHENKANAL,KAMAKSHYANAGAR,SALE IMMOVABLE,,,9600,,2007,True,True,render_gcs_ingest
910010902367,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,22-Jul-2009,,,,2009,True,True,render_gcs_ingest
940399700067,4,MISC,UNKNOWN,UNKNOWN,GIFT IMMOVABLE,,,,,1997,True,True,render_gcs_ingest
910010705156,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,,,,2007,True,True,render_gcs_ingest
910040300444,1,SALE,UNKNOWN,UNKNOWN,LEASE RENT RESERVED(IMMOVABLE),,,,,2003,True,True,render_gcs_ingest
910730700274,1,SALE,JAGATSINGHPUR,BALIKUDA,SALE IMMOVABLE,03-Mar-2007,03-Mar-2007,7073,274,2007,True,True,render_gcs_ingest
911000500285,1,SALE,KEONJHAR,KEONJHAR,SALE IMMOVABLE,24-Jul-2005,24-Jul-2005,60000,285,2005,True,True,render_gcs_ingest
910370500181,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,,,,,2005,True,True,render_gcs_ingest
930869500042,3,WILL,JHARSUGUDA,JHARSUGUDA,OPEN WILL,27-Dec-1995,26-Dec-1995,,42,1995,True,True,render_gcs_ingest
930939500003,3,WILL,KENDRAPARA,KENDRAPARA,OPEN WILL,17-May-1995,15-May-1995,,3,1995,True,True,render_gcs_ingest
930880900015,3,WILL,KALAHANDI,UNKNOWN,OPEN WILL,24-Apr-2009,24-Apr-2009,343200,,2009,True,True,render_gcs_ingest
930370600046,3,WILL,UNKNOWN,UNKNOWN,OPEN WILL,,,,,2006,True,True,render_gcs_ingest
931370900040,3,WILL,NAYAGARH,NAYAGARH,OPEN WILL,,,,40,2009,True,True,render_gcs_ingest
931260000017,3,WILL,UNKNOWN,UNKNOWN,OPEN WILL,,,,,2000,True,True,render_gcs_ingest
930610300074,3,WILL,GANJAM,BERHAMPUR-I,OPEN WILL,,,,,2003,True,True,render_gcs_ingest
931620500003,3,WILL,SAMBALPUR,SAMBALPUR,OPEN WILL,03-Jan-2005,03-Jan-2005,,3,2005,True,True,render_gcs_ingest
931620800065,3,WILL,SAMBALPUR,SAMBALPUR,OPEN WILL,28-May-2008,28-May-2008,,65,2008,True,True,render_gcs_ingest
930639600018,3,WILL,GANJAM,DIGAPAHANDI,OPEN WILL,25-Apr-1996,25-Apr-1996,,18,1996,True,True,render_gcs_ingest
930640700006,3,WILL,UNKNOWN,UNKNOWN,OPEN WILL,,,,,2007,True,True,render_gcs_ingest
930690700004,3,WILL,UNKNOWN,UNKNOWN,OPEN WILL,,,,,2007,True,True,render_gcs_ingest
930390800048,3,WILL,CUTTACK,UNKNOWN,OPEN WILL,04-Jun-2008,,,48,2008,True,True,render_gcs_ingest
930649500018,3,WILL,GANJAM,HINJILI,OPEN WILL,19-Jul-1995,13-Jul-1995,,18,1995,True,True,render_gcs_ingest
930610800049,3,WILL,UNKNOWN,UNKNOWN,OPEN WILL,,,,,2008,True,True,render_gcs_ingest
930579500046,3,WILL,UNKNOWN,UNKNOWN,OPEN WILL,12-Sep-1995,12-Sep-1995,,46,1995,True,True,render_gcs_ingest
930500700034,3,WILL,DHENKANAL,DHENKANAL,OPEN WILL,21-Nov-2007,21-Nov-2007,,34,2007,True,True,render_gcs_ingest
931709500006,3,WILL,UNKNOWN,UNKNOWN,OPEN WILL,21-Mar-1995,,,,1995,True,True,render_gcs_ingest
930600600093,3,WILL,GANJAM,UNKNOWN,OPEN WILL,17-May-2006,17-May-2006,,93,2006,True,True,render_gcs_ingest
930609500025,3,WILL,UNKNOWN,UNKNOWN,OPEN WILL,,17-Feb-1995,,,1995,True,True,render_gcs_ingest
930590300024,3,WILL,GANJAM,BHANJANAGAR,OPEN WILL,24-Dec-2003,24-Dec-2003,,24,2003,True,True,render_gcs_ingest
930590500022,3,WILL,GANJAM,BHANJANAGAR,OPEN WILL,22-Jun-2005,22-Jun-2005,,22,2005,True,True,render_gcs_ingest
931170800003,3,WILL,KORAPUT,KORAPUT(JEYPORE),OPEN WILL,04-Jan-2008,04-Jan-2008,,3,2008,True,True,render_gcs_ingest
930359600003,3,WILL,BOLANGIR,TUSURA,OPEN WILL,01-Mar-1996,01-Mar-1996,,3,1996,True,True,render_gcs_ingest
930390000046,3,WILL,CUTTACK,CUTTACK,OPEN WILL,,,,,2000,True,True,render_gcs_ingest
930619900099,3,WILL,UNKNOWN,UNKNOWN,OPEN WILL,,,,,1999,True,True,render_gcs_ingest
931540800005,3,WILL,PURI,SATYABADI,OPEN WILL,,,,5,,True,True,render_gcs_ingest
931700700106,3,WILL,SUNDARGARH,SUNDERGARH,OPEN WILL,26-May-2007,26-May-2007,,106,2007,True,True,render_gcs_ingest
930390700087,3,WILL,CUTTACK,CUTTACK,OPEN WILL,22-Dec-2007,22-Dec-2007,,87,2007,True,False,render_gcs_ingest
931480400015,3,WILL,UNKNOWN,UNKNOWN,OPEN WILL,,,,,2004,True,True,render_gcs_ingest
930619700073,3,WILL,GANJAM,BERHAMPUR-I,OPEN WILL,05-Aug-1997,15-Jul-1997,,73,1997,True,False,render_gcs_ingest
931480900040,3,WILL,PURI,PURI,OPEN WILL,12-Oct-2009,12-Oct-2009,,40,2009,True,True,render_gcs_ingest
940390200635,4,MISC,CUTTACK,CUTTACK,GENERAL AGREEMENT,07-Nov-2002,07-Nov-2002,,635,2002,True,True,render_gcs_ingest
931080700021,3,WILL,KHURDA,KHURDA(BBSR),OTHER DEED,17-Feb-2007,17-Feb-2007,,21,2007,True,True,render_gcs_ingest
930399500020,3,WILL,CUTTACK,CUTTACK,OTHER DEED,22-Mar-1995,20-Mar-1995,,20,1995,True,True,render_gcs_ingest
940769500022,4,MISC,UNKNOWN,ଗ୍ରାମ,SOLEMNISATION OF MARRIAGE U/S 5,,,,,1995,True,True,render_gcs_ingest
940980200013,4,MISC,UNKNOWN,UNKNOWN,POA WITH POSSESSION,07-Sep-2002,,,,2002,True,True,render_gcs_ingest
940099600005,4,MISC,UNKNOWN,UNKNOWN,REGISTRATION OF MARRIAGE U/S 15,,,,,,True,True,render_gcs_ingest
941080200344,4,MISC,KHURDA,KHURDA(BBSR),GENERAL AGREEMENT,16-Feb-2002,16-Feb-2002,,344,2002,True,True,render_gcs_ingest
940609600369,4,MISC,UNKNOWN,UNKNOWN,GENERAL POA WITHOUT PROPERTY,,,,,1996,True,False,render_gcs_ingest
941089601247,4,MISC,KHURDA,KHURDA(BBSR),GENERAL POA WITHOUT PROPERTY,05-Oct-1996,05-Oct-1996,,1247,1996,True,True,render_gcs_ingest
940619800169,4,MISC,GANJAM,BERHAMPUR-I,GENERAL POA WITHOUT PROPERTY,30-Jul-1998,13-Jul-1998,,169,1998,True,True,render_gcs_ingest
930600100042,3,WILL,GANJAM,UNKNOWN,OTHER DEED,30-Mar-2001,30-Mar-2001,,42,2001,True,True,render_gcs_ingest
940619800039,4,MISC,GANJAM,BERHAMPUR-I,GENERAL POA WITHOUT PROPERTY,21-Feb-1998,16-Feb-1998,,39,1998,True,True,render_gcs_ingest
940390200054,4,MISC,CUTTACK,CUTTACK,GENERAL AGREEMENT,25-Jan-2002,25-Jan-2002,168000,54,2002,True,True,render_gcs_ingest
941080200638,4,MISC,KHURDA,KHURDA(BBSR),GENERAL AGREEMENT,21-Mar-2002,16-Mar-2002,,638,2002,True,True,render_gcs_ingest
940390200556,4,MISC,UNKNOWN,UNKNOWN,OTHER DEED,,,,556,2002,True,False,render_gcs_ingest
941080200178,4,MISC,KHURDA,KHURDA(BBSR),GENERAL POA WITHOUT PROPERTY,05-Feb-2002,25-Jan-2002,,178,2002,True,True,render_gcs_ingest
940419500040,4,MISC,CUTTACK,BANKI,BOND WITH PROPERTY,04-Dec-1995,04-Dec-1995,100,40,1995,True,True,render_gcs_ingest
910780300158,1,SALE,JAJPUR,UNKNOWN,GENERAL AGREEMENT,29-Jan-2003,02-Nov-2003,19500,158,2003,True,True,render_gcs_ingest
940390200474,4,MISC,CUTTACK,CUTTACK,GENERAL POA WITHOUT PROPERTY,,,,474,2002,True,True,render_gcs_ingest
930600100029,3,WILL,GANJAM,BERHAMPUR-II,OTHER DEED,03-Mar-2001,03-Mar-2001,,29,2001,True,True,render_gcs_ingest
940729500019,4,MISC,JAGATSINGHPUR,JAGATSINGHPUR,REGISTRATION OF MARRIAGE U/S 15,10-Jul-1995,10-Jul-1995,,19,1995,True,True,render_gcs_ingest
940259700004,4,MISC,UNKNOWN,BHANDARIPOKHARI,GENERAL POA WITHOUT PROPERTY,29-Sep-1997,21-Aug-1997,,,1997,True,True,render_gcs_ingest
941089701006,4,MISC,KHURDA,KHURDA(BBSR),GENERAL POA WITHOUT PROPERTY,22-May-1997,22-May-1997,,1006,1997,True,True,render_gcs_ingest
940609600272,4,MISC,UNKNOWN,UNKNOWN,GENERAL POA WITHOUT PROPERTY,,,,,1996,True,True,render_gcs_ingest
940399500091,4,MISC,CUTTACK,CUTTACK,GENERAL POA WITHOUT PROPERTY,22-Mar-1995,21-Mar-1995,,91,1995,True,True,render_gcs_ingest
941080200426,4,MISC,KHURDA,KHURDA(BBSR),OTHER DEED,27-Feb-2002,20-Feb-2002,,426,2002,True,True,render_gcs_ingest
941080200412,4,MISC,UNKNOWN,UNKNOWN,GENERAL POA WITHOUT PROPERTY,,,,,2002,True,True,render_gcs_ingest
940600200321,4,MISC,GANJAM,BERHAMPUR-II,GENERAL POA WITHOUT PROPERTY,06-Aug-2002,06-Aug-2002,,321,2002,True,True,render_gcs_ingest
940819600038,4,MISC,JAJPUR,DHARMASALA,GENERAL POA WITHOUT PROPERTY,04-Oct-1996,04-Oct-1996,,38,1996,True,False,render_gcs_ingest
940439500021,4,MISC,UNKNOWN,UNKNOWN,POA WITH POSSESSION,14-Dec-1995,,,,1995,True,True,render_gcs_ingest
941080200495,4,MISC,KHURDA,KHURDA(BBSR),OTHER DEED,04-Mar-2002,04-Mar-2002,,495,2002,True,True,render_gcs_ingest
910010903410,1,SALE,UNKNOWN,UNKNOWN,SALE IMMOVABLE,28-Jul-2009,28-Jul-2009,,,2009,True,True,render_gcs_ingest
