registration_no,book_no,district,office,deed_type,registration_date,presentation_date,consideration_amount,old_reg_no,deed_volume_no,listed_on
930650200016,3,GANJAM,KABISURYANAGAR,OPEN WILL,17-Sep-2002,17-Sep-2002,0,16,15,17-Sep-2002
931420200022,3,NUAPADA,NUAPADA,OPEN WILL,15-Nov-2002,15-Nov-2002,0,22,4,15-Nov-2002
931530100016,3,PURI,PIPILI,OPEN WILL,20-Jan-2001,20-Jan-2001,0,16,2,20-Jan-2001
931170600044,3,KORAPUT,JAYAPUR,OPEN WILL,28-Jun-2006,28-Jun-2006,0,44,28,28-Jun-2006
930570300041,3,GANJAM,CHHATRAPUR,OPEN WILL,27-Jun-2003,27-Jun-2003,0,41,45,27-Jun-2003
930630300045,3,GANJAM,DIGAPAHANDI,OPEN WILL,22-Sep-2003,22-Sep-2003,0,45,24,22-Sep-2003
930310500111,3,BALANGIR,BALANGIR,OPEN WILL,28-Dec-2005,28-Dec-2005,0,111,4,28-Dec-2005
931260600027,3,MAYURBHANJ,MAYURBHANJ,OPEN WILL,04-Apr-2006,04-Apr-2006,0,27,1,04-Apr-2006
931440100002,3,KANDHAMALA,KANDHAMALA,OPEN WILL,26-Mar-2001,26-Mar-2001,0,2,1,26-Mar-2001
930930300019,3,KENDRAPADA,KENDRAPADA,OPEN WILL,16-Dec-2003,16-Dec-2003,0,19,1,16-Dec-2003
931620100018,3,SAMBALPUR,SAMBALPUR,OPEN WILL,28-Mar-2001,28-Mar-2001,0,18,17,28-Mar-2001
930930000011,3,KENDRAPADA,KENDRAPADA,OPEN WILL,24-Jul-2000,24-Jul-2000,0,11,01,24-Jul-2000
930500500024,3,DHENKANAL,DHENKANAL,OPEN WILL,21-Sep-2005,21-Sep-2005,0,24,1,21-Sep-2005
931190600034,3,KORAPUT,KORAPUT,OPEN WILL,19-May-2006,19-May-2006,0,34,3,19-May-2006
931000600003,3,KENDUJHAR,KENDUJHAR,OPEN WILL,08-Feb-2006,08-Feb-2006,0,3,1,08-Feb-2006
930390400024,3,KATAKA,KATAKA,OPEN WILL,25-Mar-2004,25-Mar-2004,0,24,2,25-Mar-2004
930570401365,3,GANJAM,CHHATRAPUR,OPEN WILL,19-Apr-2004,19-Apr-2004,0,1365,47,19-Apr-2004
930370100032,3,BOUDH,BOUDH,OPEN WILL,01-Oct-2001,01-Oct-2001,0,32,2,01-Oct-2001
930790500002,3,JAJPUR,BARACHANA,OPEN WILL,01-Feb-2005,01-Feb-2005,0,2,1,01-Feb-2005
931700400028,3,SUNDARAGADA,SUNDARAGADA,OPEN WILL,15-Mar-2004,15-Mar-2004,0,28,1,15-Mar-2004
930670000015,3,GANJAM,PATRAPUR,OPEN WILL,01-Aug-2000,01-Aug-2000,0,15,19,01-Aug-2000
931230400012,3,MALKANGIRI,MALKANAGIRI,OPEN WILL,29-May-2004,29-May-2004,0,12,1,29-May-2004
930710200029,3,GANJAM,CHIKITI,OPEN WILL,11-Dec-2002,11-Dec-2002,0,29,6,11-Dec-2002
930580100005,3,GANJAM,ASIKA,OPEN WILL,15-Feb-2001,15-Feb-2001,0,5,23,15-Feb-2001
931700600156,3,SUNDARAGADA,SUNDARAGADA,OPEN WILL,17-Aug-2006,17-Aug-2006,0,156,5,17-Aug-2006
930270000002,3,BHADRAK,CHANDBALI,OPEN WILL,25-Apr-2000,25-Apr-2000,0,2,1,25-Apr-2000
930860400091,3,JHARSUGUDA,JHARSUGUDA,OPEN WILL,05-Nov-2004,05-Nov-2004,0,91,4,05-Nov-2004
930640500034,3,GANJAM,HINJILIKATU,OPEN WILL,01-Dec-2005,01-Dec-2005,0,34,25,01-Dec-2005
931120500009,3,KHORDHA,JATANI,OPEN WILL,21-Sep-2005,21-Sep-2005,0,9,1,21-Sep-2005
930880400001,3,KALAHANDI,BHABANIPATANA,OPEN WILL,05-Jan-2004,05-Jan-2004,0,1,8,05-Jan-2004
930640100033,3,GANJAM,HINJILIKATU,OPEN WILL,21-Dec-2001,21-Dec-2001,0,33,21,21-Dec-2001
931170500049,3,KORAPUT,JAYAPUR,OPEN WILL,12-Aug-2005,12-Aug-2005,0,49,26,12-Aug-2005
930310600074,3,BALANGIR,BALANGIR,OPEN WILL,16-Oct-2006,16-Oct-2006,0,74,3,16-Oct-2006
930390400062,3,KATAKA,KATAKA,OPEN WILL,06-Oct-2004,06-Oct-2004,0,62,111,06-Oct-2004
931700500167,3,SUNDARAGADA,SUNDARAGADA,OPEN WILL,05-Nov-2005,05-Nov-2005,0,167,6,05-Nov-2005
931170600046,3,KORAPUT,JAYAPUR,OPEN WILL,01-Jul-2006,01-Jul-2006,0,46,28,01-Jul-2006
931700500168,3,SUNDARAGADA,SUNDARAGADA,OPEN WILL,05-Nov-2005,05-Nov-2005,0,168,6,05-Nov-2005
931370300028,3,NAYAGADA,NAYAGADA,OPEN WILL,12-Sep-2003,12-Sep-2003,0,28,2,12-Sep-2003
931700400133,3,SUNDARAGADA,SUNDARAGADA,OPEN WILL,11-Oct-2004,11-Oct-2004,0,133,5,11-Oct-2004
930860200076,3,JHARSUGUDA,JHARSUGUDA,OPEN WILL,16-Dec-2002,16-Dec-2002,0,76,3,16-Dec-2002
931480600008,3,PURI,PURI,OPEN WILL,20-Feb-2006,20-Feb-2006,0,8,1,20-Feb-2006
930490600020,3,DEBAGADA,DEBAGADA,OPEN WILL,17-Aug-2006,17-Aug-2006,0,20,1,17-Aug-2006
930860000094,3,JHARSUGUDA,JHARSUGUDA,OPEN WILL,01-Dec-2000,01-Dec-2000,0,94,11,01-Dec-2000
931170100007,3,KORAPUT,JAYAPUR,OPEN WILL,05-Jan-2001,05-Jan-2001,0,7,18,05-Jan-2001
931620400066,3,SAMBALPUR,SAMBALPUR,OPEN WILL,23-Jun-2004,23-Jun-2004,0,66,3,23-Jun-2004
931690100015,3,SUBARNAPUR,RAMPUR,OPEN WILL,16-Nov-2001,16-Nov-2001,0,15,1,16-Nov-2001
930860000040,3,JHARSUGUDA,JHARSUGUDA,OPEN WILL,05-May-2000,05-May-2000,0,40,10,05-May-2000
931080600016,3,KHORDHA,KHORDHA(BBSR),OPEN WILL,28-Jan-2006,28-Jan-2006,0,16,1,28-Jan-2006
930370400032,3,BOUDH,BOUDH,OPEN WILL,01-Jul-2004,01-Jul-2004,0,32,2,01-Jul-2004
931080500109,3,KHORDHA,KHORDHA(BBSR),OPEN WILL,28-Oct-2005,28-Oct-2005,0,109,3,28-Oct-2005
931530400009,3,PURI,PIPILI,OPEN WILL,01-Sep-2004,01-Sep-2004,0,9,1,01-Sep-2004
931620100078,3,SAMBALPUR,SAMBALPUR,OPEN WILL,16-Nov-2001,16-Nov-2001,0,78,18,16-Nov-2001
931080500014,3,KHORDHA,KHORDHA(BBSR),OPEN WILL,03-Feb-2005,03-Feb-2005,0,14,1,03-Feb-2005
930550500011,3,GAJAPATI,PARALAKHEMUNDI,OPEN WILL,15-Mar-2005,15-Mar-2005,0,11,1,15-Mar-2005
930860200009,3,JHARSUGUDA,JHARSUGUDA,OPEN WILL,04-Feb-2002,04-Feb-2002,0,9,1,04-Feb-2002
931700400175,3,SUNDARAGADA,SUNDARAGADA,OPEN WILL,28-Dec-2004,28-Dec-2004,0,175,6,28-Dec-2004
931260400018,3,MAYURBHANJ,MAYURBHANJ,OPEN WILL,09-Feb-2004,09-Feb-2004,0,18,1,09-Feb-2004
931680600019,3,SUBARNAPUR,BINIKA,OPEN WILL,01-Dec-2006,01-Dec-2006,0,19,1,01-Dec-2006
931260600010,3,MAYURBHANJ,MAYURBHANJ,OPEN WILL,01-Feb-2006,01-Feb-2006,0,10,1,01-Feb-2006
931560400001,3,PURI,KANAS,OPEN WILL,15-Oct-2004,15-Oct-2004,0,1,1,15-Oct-2004
930310500096,3,BALANGIR,BALANGIR,OPEN WILL,05-Nov-2005,05-Nov-2005,0,96,4,05-Nov-2005
930500600041,3,DHENKANAL,DHENKANAL,OPEN WILL,30-Dec-2006,30-Dec-2006,0,41,2,30-Dec-2006
930680400003,3,GANJAM,PURUSOTTAMPUR,OPEN WILL,30-Jan-2004,30-Jan-2004,0,3,25,30-Jan-2004
930500400029,3,DHENKANAL,DHENKANAL,OPEN WILL,18-Jun-2004,18-Jun-2004,0,29,1,18-Jun-2004
930630300010,3,GANJAM,DIGAPAHANDI,OPEN WILL,24-Feb-2003,24-Feb-2003,0,10,23,24-Feb-2003
931080500026,3,KHORDHA,KHORDHA(BBSR),OPEN WILL,23-Feb-2005,23-Feb-2005,0,26,1,23-Feb-2005
931000500021,3,KENDUJHAR,KENDUJHAR,OPEN WILL,30-Dec-2005,30-Dec-2005,0,21,1,30-Dec-2005
931140400015,3,KHORDHA,KHORDHA,OPEN WILL,28-Aug-2004,28-Aug-2004,0,15,1,28-Aug-2004
931700400061,3,SUNDARAGADA,SUNDARAGADA,OPEN WILL,08-Jun-2004,08-Jun-2004,0,61,2,08-Jun-2004
930570000035,3,GANJAM,CHHATRAPUR,OPEN WILL,09-Jun-2000,09-Jun-2000,0,35,39,09-Jun-2000
930750400005,3,JAGATSINGHPUR,KUJANGA,OPEN WILL,20-Dec-2004,20-Dec-2004,0,5,1,20-Dec-2004
931700600104,3,SUNDARAGADA,SUNDARAGADA,OPEN WILL,19-May-2006,19-May-2006,0,104,4,19-May-2006
930550400029,3,GAJAPATI,PARALAKHEMUNDI,OPEN WILL,06-Oct-2004,06-Oct-2004,0,29,2,06-Oct-2004
931510600002,3,PURI,KAKATPUR,OPEN WILL,19-Apr-2006,19-Apr-2006,0,2,1,19-Apr-2006
930550000022,3,GAJAPATI,PARALAKHEMUNDI,OPEN WILL,15-Dec-2000,15-Dec-2000,0,22,1,15-Dec-2000
931170200018,3,KORAPUT,JAYAPUR,OPEN WILL,28-May-2002,28-May-2002,0,18,19,28-May-2002
930860300070,3,JHARSUGUDA,JHARSUGUDA,OPEN WILL,15-Dec-2003,15-Dec-2003,0,70,3,15-Dec-2003
931700500132,3,SUNDARAGADA,SUNDARAGADA,OPEN WILL,29-May-2005,29-May-2005,0,132,5,29-May-2005
931170200001,3,KORAPUT,JAYAPUR,OPEN WILL,01-Feb-2002,01-Feb-2002,0,1,17,01-Feb-2002
931200100013,3,KORAPUT,KOTPAD,OPEN WILL,27-Sep-2001,27-Sep-2001,0,13,6,27-Sep-2001
931120100004,3,KHORDHA,JATANI,OPEN WILL,13-Aug-2001,13-Aug-2001,0,4,1,13-Aug-2001
931510400002,3,PURI,KAKATPUR,OPEN WILL,11-Oct-2004,11-Oct-2004,50000,2,1,11-Oct-2004
930390600071,3,KATAKA,KATAKA,OPEN WILL,11-Oct-2006,11-Oct-2006,0,71,3,11-Oct-2006
931260500044,3,MAYURBHANJ,MAYURBHANJ,OPEN WILL,01-Jul-2005,01-Jul-2005,0,44,1,01-Jul-2005
930610500096,3,GANJAM,BRAHMAPUR-I,OPEN WILL,18-Jun-2005,18-Jun-2005,0,96,73,18-Jun-2005
931170200023,3,KORAPUT,JAYAPUR,OPEN WILL,19-Jul-2002,19-Jul-2002,0,23,19,19-Jul-2002
930370300018,3,BOUDH,BOUDH,OPEN WILL,10-Apr-2003,10-Apr-2003,0,18,2,10-Apr-2003
931440200005,3,KANDHAMALA,KANDHAMALA,OPEN WILL,01-May-2002,01-May-2002,0,5,1,01-May-2002
931480500066,3,PURI,PURI,OPEN WILL,30-Dec-2005,30-Dec-2005,0,66,2,30-Dec-2005
931200500055,3,KORAPUT,KOTPAD,OPEN WILL,15-Jul-2005,15-Jul-2005,0,55,13,15-Jul-2005
931670500024,3,SUBARNAPUR,BIRMAHARAJPUR,OPEN WILL,26-Sep-2005,26-Sep-2005,0,24,2,26-Sep-2005
931200400053,3,KORAPUT,KOTPAD,OPEN WILL,30-Nov-2004,30-Nov-2004,0,53,11,30-Nov-2004
930860500041,3,JHARSUGUDA,JHARSUGUDA,OPEN WILL,13-Jun-2005,13-Jun-2005,0,41,2,13-Jun-2005
931700500112,3,SUNDARAGADA,SUNDARAGADA,OPEN WILL,01-Jan-2005,01-Jul-2005,0,112,4,01-Jul-2005
931260300002,3,MAYURBHANJ,MAYURBHANJ,OPEN WILL,28-Jan-2003,28-Jan-2003,0,2,1,28-Jan-2003
930500300037,3,DHENKANAL,DHENKANAL,OPEN WILL,13-Jan-2003,01-Dec-2003,0,37,2,01-Dec-2003
930860600014,3,JHARSUGUDA,JHARSUGUDA,OPEN WILL,15-Feb-2006,15-Feb-2006,0,14,1,15-Feb-2006
930550000015,3,GAJAPATI,PARALAKHEMUNDI,OPEN WILL,19-Jul-2000,19-Jul-2000,0,15,1,19-Jul-2000
930550300042,3,GAJAPATI,PARALAKHEMUNDI,OPEN WILL,17-Oct-2003,17-Oct-2003,0,42,2,17-Oct-2003
930780501279,3,JAJPUR,JAJPUR,OPEN WILL,27-Jun-2005,27-Jun-2005,0,1279,1,27-Jun-2005
931620100042,3,SAMBALPUR,SAMBALPUR,OPEN WILL,28-May-2001,28-May-2001,0,42,17,28-May-2001
930390100025,3,KATAKA,KATAKA,OPEN WILL,26-Mar-2001,26-Mar-2001,0,25,2,26-Mar-2001
931700100071,3,SUNDARAGADA,SUNDARAGADA,OPEN WILL,21-Dec-2001,21-Dec-2001,0,71,3,21-Dec-2001
931260600043,3,MAYURBHANJ,MAYURBHANJ,OPEN WILL,29-May-2006,29-May-2006,0,43,1,29-May-2006
931680600018,3,SUBARNAPUR,BINIKA,OPEN WILL,10-Nov-2006,10-Nov-2006,0,18,1,10-Nov-2006
931260500050,3,MAYURBHANJ,MAYURBHANJ,OPEN WILL,01-Aug-2005,01-Aug-2005,0,50,2,01-Aug-2005
931200500014,3,KORAPUT,KOTPAD,OPEN WILL,15-Mar-2005,15-Mar-2005,0,14,12,15-Mar-2005
930370200036,3,BOUDH,BOUDH,OPEN WILL,06-Nov-2002,06-Nov-2002,0,36,3,06-Nov-2002
930860300031,3,JHARSUGUDA,JHARSUGUDA,OPEN WILL,19-Jun-2003,19-Jun-2003,0,31,2,19-Jun-2003
930880600029,3,KALAHANDI,BHABANIPATANA,OPEN WILL,07-Aug-2006,07-Aug-2006,20000,29,12,07-Aug-2006
931330300027,3,NABARANGPUR,NABARANGPUR,OPEN WILL,25-May-2003,25-May-2003,0,27,12,25-May-2003
930230600018,3,BHADRAK,BHADRAK,OPEN WILL,11-Sep-2006,11-Sep-2006,0,18,2,11-Sep-2006
930860000035,3,JHARSUGUDA,JHARSUGUDA,OPEN WILL,20-Apr-2000,20-Apr-2000,0,35,10,20-Apr-2000
930490100001,3,DEBAGADA,DEBAGADA,OPEN WILL,25-Jan-2001,25-Jan-2001,0,1,1,25-Jan-2001
930390100065,3,KATAKA,KATAKA,OPEN WILL,01-Oct-2001,01-Oct-2001,0,65,2,01-Oct-2001
930310300038,3,BALANGIR,BALANGIR,OPEN WILL,20-May-2003,20-May-2003,0,38,3,20-May-2003
931370500077,3,NAYAGADA,NAYAGADA,OPEN WILL,20-Dec-2005,20-Dec-2005,0,77,02,20-Dec-2005
931450300001,3,KANDHAMALA,BALIGUDA,OPEN WILL,31-Mar-2003,31-Mar-2003,0,1,1,31-Mar-2003
931620600015,3,SAMBALPUR,SAMBALPUR,OPEN WILL,08-Feb-2006,08-Feb-2006,0,15,1,08-Feb-2006
931700300030,3,SUNDARAGADA,SUNDARAGADA,OPEN WILL,06-Mar-2003,06-Mar-2003,0,30,2,06-Mar-2003
931370000008,3,NAYAGADA,NAYAGADA,OPEN WILL,20-May-2000,20-May-2000,0,8,2,20-May-2000
931330500004,3,NABARANGPUR,NABARANGPUR,OPEN WILL,19-Jan-2005,19-Jan-2005,11750,4,15,19-Jan-2005
931690000023,3,SUBARNAPUR,RAMPUR,OPEN WILL,15-Sep-2000,15-Sep-2000,0,23,2,15-Sep-2000
931480400005,3,PURI,PURI,OPEN WILL,20-Jan-2004,20-Jan-2004,0,5,01,20-Jan-2004
931620000030,3,SAMBALPUR,SAMBALPUR,OPEN WILL,05-Apr-2000,05-Apr-2000,0,30,15,05-Apr-2000
930390400042,3,KATAKA,KATAKA,OPEN WILL,15-Jul-2004,15-Jul-2004,0,42,2,15-Jul-2004
931660100029,3,SUBARNAPUR,SONPUR,OPEN WILL,01-Oct-2001,01-Oct-2001,0,29,2,01-Oct-2001
931520400007,3,PURI,NIMAPADA,OPEN WILL,14-May-2004,14-May-2004,0,7,1,14-May-2004
931200500052,3,KORAPUT,KOTPAD,OPEN WILL,15-Jul-2005,15-Jul-2005,0,52,13,15-Jul-2005
930390100057,3,KATAKA,KATAKA,OPEN WILL,18-Aug-2001,18-Aug-2001,0,57,2,18-Aug-2001
931170500029,3,KORAPUT,JAYAPUR,OPEN WILL,29-Apr-2005,29-Apr-2005,0,29,25,29-Apr-2005
930860600044,3,JHARSUGUDA,JHARSUGUDA,OPEN WILL,24-May-2006,24-May-2006,0,44,2,24-May-2006
931620200021,3,SAMBALPUR,SAMBALPUR,OPEN WILL,26-Mar-2002,26-Mar-2002,0,21,19,26-Mar-2002
931260100017,3,MAYURBHANJ,MAYURBHANJ,OPEN WILL,01-Aug-2001,01-Aug-2001,0,17,2,01-Aug-2001
930310200052,3,BALANGIR,BALANGIR,OPEN WILL,23-Aug-2002,23-Aug-2002,0,52,8,23-Aug-2002
931700500185,3,SUNDARAGADA,SUNDARAGADA,OPEN WILL,05-Dec-2005,05-Dec-2005,0,185,6,05-Dec-2005
931260400044,3,MAYURBHANJ,MAYURBHANJ,OPEN WILL,27-Nov-2004,27-Nov-2004,0,44,2,27-Nov-2004
930370600053,3,BOUDH,BOUDH,OPEN WILL,05-Dec-2006,05-Dec-2006,0,53,3,05-Dec-2006
931370500071,3,NAYAGADA,NAYAGADA,OPEN WILL,28-Oct-2005,28-Oct-2005,0,71,2,28-Oct-2005
930860000029,3,JHARSUGUDA,JHARSUGUDA,OPEN WILL,31-Mar-2000,31-Mar-2000,0,29,10,31-Mar-2000
931690000031,3,SUBARNAPUR,RAMPUR,OPEN WILL,01-Dec-2000,01-Dec-2000,0,31,2,01-Dec-2000
930310100041,3,BALANGIR,BALANGIR,OPEN WILL,13-Aug-2001,13-Aug-2001,0,41,,13-Aug-2001
931700000038,3,SUNDARAGADA,SUNDARAGADA,OPEN WILL,06-Sep-2000,07-Sep-2000,0,38,2,07-Sep-2000
931500500003,3,PURI,GOP,OPEN WILL,28-Feb-2005,28-Feb-2005,0,3,1,28-Feb-2005
930860500057,3,JHARSUGUDA,JHARSUGUDA,OPEN WILL,12-Aug-2005,12-Aug-2005,0,57,2,12-Aug-2005
931480600034,3,PURI,PURI,OPEN WILL,13-Jul-2006,13-Jul-2006,0,34,1,13-Jul-2006
931260300025,3,MAYURBHANJ,MAYURBHANJ,OPEN WILL,29-Jul-2003,29-Jul-2003,0,25,1,29-Jul-2003
930550400034,3,GAJAPATI,PARALAKHEMUNDI,OPEN WILL,01-Nov-2004,01-Nov-2004,0,34,2,01-Nov-2004
931700400147,3,SUNDARAGADA,SUNDARAGADA,OPEN WILL,05-Nov-2004,05-Nov-2004,0,147,5,05-Nov-2004
931660600029,3,SUBARNAPUR,SONPUR,OPEN WILL,13-Jun-2006,13-Jun-2006,0,29,2,13-Jun-2006
931700100073,3,SUNDARAGADA,SUNDARAGADA,OPEN WILL,26-Dec-2001,26-Dec-2001,0,73,3,26-Dec-2001
930260100001,3,BHADRAK,BANTA,OPEN WILL,31-Mar-2001,31-Mar-2001,0,1,1,31-Mar-2001
930720500005,3,JAGATSINGHPUR,JAGATSINGHPUR,OPEN WILL,05-Nov-2005,05-Nov-2005,0,5,1,05-Nov-2005
931350400015,3,NABARANGPUR,KODINGA,OPEN WILL,20-Dec-2004,20-Dec-2004,0,15,2,20-Dec-2004
931190500010,3,KORAPUT,KORAPUT,OPEN WILL,28-May-2005,28-May-2005,0,10,1,28-May-2005
931690200003,3,SUBARNAPUR,RAMPUR,OPEN WILL,25-Jan-2002,25-Jan-2002,0,3,1,25-Jan-2002
930860000039,3,JHARSUGUDA,JHARSUGUDA,OPEN WILL,05-May-2000,05-May-2000,0,39,10,05-May-2000
930390400007,3,KATAKA,KATAKA,OPEN WILL,19-Feb-2004,19-Feb-2004,0,7,1,19-Feb-2004
931180600002,3,KORAPUT,BARIGUMA,OPEN WILL,03-Feb-2006,03-Feb-2006,0,2,5,03-Feb-2006
931700600140,3,SUNDARAGADA,SUNDARAGADA,OPEN WILL,15-Jul-2006,15-Jul-2006,0,140,5,15-Jul-2006
931530500007,3,PURI,PIPILI,OPEN WILL,04-Apr-2005,04-Apr-2005,0,7,1,04-Apr-2005
931200200021,3,KORAPUT,KOTPAD,OPEN WILL,06-Nov-2002,06-Nov-2002,0,21,8,06-Nov-2002
930860300006,3,JHARSUGUDA,JHARSUGUDA,OPEN WILL,14-Feb-2003,14-Feb-2003,0,6,1,14-Feb-2003
931700500129,3,SUNDARAGADA,SUNDARAGADA,OPEN WILL,22-Aug-2005,22-Aug-2005,0,129,4,22-Aug-2005
931480000042,3,PURI,PURI,OPEN WILL,01-Aug-2000,01-Aug-2000,0,42,02,01-Aug-2000
931480400026,3,PURI,PURI,OPEN WILL,23-Jul-2004,23-Jul-2004,0,26,2,23-Jul-2004
930370500041,3,BOUDH,BOUDH,OPEN WILL,21-Sep-2005,21-Sep-2005,0,41,3,21-Sep-2005
931260500009,3,MAYURBHANJ,MAYURBHANJ,OPEN WILL,29-Jan-2005,29-Jan-2005,0,9,1,29-Jan-2005
931680100001,3,SUBARNAPUR,BINIKA,OPEN WILL,20-Feb-2001,20-Feb-2001,0,1,1,20-Feb-2001
930860300008,3,JHARSUGUDA,JHARSUGUDA,OPEN WILL,19-Feb-2003,19-Feb-2003,0,8,1,19-Feb-2003
931510100002,3,PURI,KAKATPUR,OPEN WILL,01-Oct-2001,01-Oct-2001,0,2,1,01-Oct-2001
931670300002,3,SUBARNAPUR,BIRMAHARAJPUR,OPEN WILL,15-Jan-2003,15-Jan-2003,0,2,1,15-Jan-2003
931480100016,3,PURI,PURI,OPEN WILL,25-May-2001,25-May-2001,0,16,1,25-May-2001
930310400082,3,BALANGIR,BALANGIR,OPEN WILL,10-Nov-2004,10-Nov-2004,0,82,4,10-Nov-2004
930080200001,3,BALESHWAR,BASTA,OPEN WILL,31-Dec-2002,31-Dec-2002,0,1,1,31-Dec-2002
930310000042,3,BALANGIR,BALANGIR,OPEN WILL,08-Aug-2000,08-Aug-2000,0,42,,08-Aug-2000
931480200031,3,PURI,PURI,OPEN WILL,27-Apr-2002,27-Apr-2002,0,31,02,27-Apr-2002
931170300004,3,KORAPUT,JAYAPUR,OPEN WILL,15-Jan-2003,15-Jan-2003,0,4,20,15-Jan-2003
931190500020,3,KORAPUT,KORAPUT,OPEN WILL,28-Dec-2005,28-Dec-2005,0,20,2,28-Dec-2005
930880600034,3,KALAHANDI,BHABANIPATANA,OPEN WILL,11-Sep-2006,11-Sep-2006,800000,34,12,11-Sep-2006
931480000014,3,PURI,PURI,OPEN WILL,20-Apr-2000,20-Apr-2000,0,14,1,20-Apr-2000
931260400014,3,MAYURBHANJ,MAYURBHANJ,OPEN WILL,28-Jun-2004,28-Jun-2004,0,14,1,28-Jun-2004
930880100034,3,KALAHANDI,BHABANIPATANA,OPEN WILL,15-Jan-2001,15-Jan-2001,70000,34,5,15-Jan-2001
931170500057,3,KORAPUT,JAYAPUR,OPEN WILL,27-Sep-2005,27-Sep-2005,0,57,26,27-Sep-2005
930550500023,3,GAJAPATI,PARALAKHEMUNDI,OPEN WILL,03-Jun-2005,03-Jun-2005,0,23,2,03-Jun-2005
930880200003,3,KALAHANDI,BHABANIPATANA,OPEN WILL,25-Jan-2002,25-Jan-2002,0,3,5,25-Jan-2002
931660000001,3,SUBARNAPUR,SONPUR,OPEN WILL,06-Jan-2000,06-Jan-2000,0,1,1,06-Jan-2000
931370000029,3,NAYAGADA,NAYAGADA,OPEN WILL,21-Nov-2000,21-Nov-2000,0,29,2,21-Nov-2000
931670600014,3,SUBARNAPUR,BIRMAHARAJPUR,OPEN WILL,02-Aug-2006,02-Aug-2006,0,14,1,02-Aug-2006
931670100008,3,SUBARNAPUR,BIRMAHARAJPUR,OPEN WILL,16-Mar-2001,16-Mar-2001,0,8,1,16-Mar-2001
931370300041,3,NAYAGADA,NAYAGADA,OPEN WILL,15-Dec-2003,15-Dec-2003,0,41,2,15-Dec-2003
931200500023,3,KORAPUT,KOTPAD,OPEN WILL,15-Apr-2005,15-Apr-2005,0,23,12,15-Apr-2005
930310500064,3,BALANGIR,BALANGIR,OPEN WILL,01-Jul-2005,01-Jul-2005,0,64,3,01-Jul-2005
931680600012,3,SUBARNAPUR,BINIKA,OPEN WILL,19-May-2006,19-May-2006,0,12,1,19-May-2006
931670100015,3,SUBARNAPUR,BIRMAHARAJPUR,OPEN WILL,04-Jun-2001,04-Jun-2001,0,15,1,04-Jun-2001
930880000009,3,KALAHANDI,BHABANIPATANA,OPEN WILL,20-Apr-2000,20-Apr-2000,19000,9,4,20-Apr-2000
930370100011,3,BOUDH,BOUDH,OPEN WILL,19-Feb-2001,19-Feb-2001,0,11,1,19-Feb-2001
931420500013,3,NUAPADA,NUAPADA,OPEN WILL,01-Jun-2005,01-Jun-2005,0,13,5,01-Jun-2005
931620000067,3,SAMBALPUR,SAMBALPUR,OPEN WILL,18-Aug-2000,18-Aug-2000,0,67,16,18-Aug-2000
931370600015,3,NAYAGADA,NAYAGADA,CANCELLATION OF OPEN WILL,20-Mar-2006,20-Mar-2006,0,15,1,20-Mar-2006
931420300017,3,NUAPADA,NUAPADA,OPEN WILL,15-Dec-2003,15-Dec-2003,0,17,4,15-Dec-2003
930860300016,3,JHARSUGUDA,JHARSUGUDA,OPEN WILL,15-Apr-2003,15-Apr-2003,0,16,1,15-Apr-2003
930930600014,3,KENDRAPADA,KENDRAPADA,OPEN WILL,10-Nov-2006,10-Nov-2006,0,14,1,10-Nov-2006
931410600008,3,NAYAGADA,RANAPUR,OPEN WILL,01-Jun-2006,01-Jun-2006,0,8,1,01-Jun-2006
931690200016,3,SUBARNAPUR,RAMPUR,OPEN WILL,13-Aug-2002,13-Aug-2002,0,16,1,13-Aug-2002
931190600015,3,KORAPUT,KORAPUT,OPEN WILL,13-Jun-2006,13-Jun-2006,0,15,2,13-Jun-2006
931700000039,3,SUNDARAGADA,SUNDARAGADA,OPEN WILL,12-Sep-2000,12-Sep-2000,0,39,2,12-Sep-2000
930400300006,3,KATAKA,ATHAGADA,OPEN WILL,15-Dec-2003,15-Dec-2003,0,6,1,15-Dec-2003
930010400004,3,ANUGOLA,ANUGOLA,OPEN WILL,09-Feb-2004,09-Feb-2004,0,4,1,09-Feb-2004
930930500003,3,KENDRAPADA,KENDRAPADA,OPEN WILL,27-Apr-2005,27-Apr-2005,0,3,01,27-Apr-2005
930390000010,3,KATAKA,KATAKA,OPEN WILL,06-Mar-2000,06-Mar-2000,0,10,1,06-Mar-2000
931190600029,3,KORAPUT,KORAPUT,OPEN WILL,10-Nov-2006,10-Nov-2006,0,29,3,10-Nov-2006
930860000101,3,JHARSUGUDA,JHARSUGUDA,OPEN WILL,15-Dec-2000,15-Dec-2000,0,101,11,15-Dec-2000
931690400005,3,SUBARNAPUR,RAMPUR,OPEN WILL,01-Jun-2004,01-Jun-2004,0,5,1,01-Jun-2004
930860200019,3,JHARSUGUDA,JHARSUGUDA,OPEN WILL,20-Feb-2002,20-Feb-2002,0,19,1,20-Feb-2002
930410600005,3,KATAKA,BANKI,OPEN WILL,28-Dec-2006,28-Dec-2006,80000,5,1,28-Dec-2006
930860400057,3,JHARSUGUDA,JHARSUGUDA,OPEN WILL,23-Jun-2004,23-Jun-2004,0,57,3,23-Jun-2004
930320200013,3,BALANGIR,PATNAGARH,OPEN WILL,15-Apr-2002,15-Apr-2002,50000,13,1,15-Apr-2002
